uuid,url,ip,browser,timestamp,latitude,longitude,price
01554428-9d34-4295-89bd-6f97506c4aae,http://formation.test/getEntity?q=restore,255.167.111.99,,1513948698,61.95183,137.23461,0.0
39457a5b-3941-431a-867f-f741c67abe28,http://formation.test/getEntity?q=installed,13.53.144.27,,1513948698,76.99521,101.34081,2.973962192288936
484d35a9-0afe-45c2-9a9a-b40ec29b35ca,http://formation.test/getEntity?q=Key,243.199.244.152,,1513948698,51.71732,-28.12336,78.54371098988449
7c8b6c7f-dbef-42d8-ab77-8008a67438c2,http://formation.test/getEntity?q=arms,69.223.48.89,Firefox,1513948698,-13.9094,-140.3735,156.24604244453957
b2e24be7-88d1-4904-b1ab-6f94bcfd2a4f,http://formation.test/getEntity?q=Federation,112.240.207.164,,1513948698,-42.53379,70.794,45.817755171307894
97d1a367-4d59-4b7e-bcd9-0c029193e740,http://formation.test/getEntity?q=summer,213.21.175.220,,1513948698,-58.47564,-120.60135,8.435801756933712
9f9a126a-a26a-4496-8d21-0b8bd67e3023,http://formation.test/getEntity?q=containers,205.226.209.189,Firefox,1513948698,-18.96332,63.4164,122.14853289205237
b8422134-3940-4f4d-8168-b826351c78ab,http://formation.test/getEntity?q=dirty,10.196.172.30,Firefox,1513948698,16.2159,-74.58274,95.53099870821504
4e41b6ab-2bdc-444c-8edd-2414b3b3b004,http://formation.test/getEntity?q=Burial,222.184.223.22,,1513948698,55.21005,20.70083,21.022170019780287
99b99341-512e-46c4-8967-04e5ba04a795,http://formation.test/getEntity?q=patrol,166.244.105.9,,1513948698,73.25236,-3.60269,29.910515159052125
84a9ab1d-8b9b-4402-a6f9-3cd240f49d7a,http://formation.test/getEntity?q=Stores,24.190.122.78,Opera,1513948698,20.34104,126.73354,338.4239905046671
6088b2b1-70aa-45b4-8304-2e0287132f80,http://formation.test/getEntity?q=OEMs,60.126.159.94,Chrome,1513948698,4.47943,20.35127,309.16256692674864
20b0a331-d22e-430f-bbf8-233695246488,http://formation.test/getEntity?q=inputs,15.181.140.171,,1513948698,-11.83349,142.89139,26.015904448527905
b031cbeb-8758-4bc5-8ec7-01174edf6d67,http://formation.test/getEntity?q=Latin,115.176.85.66,,1513948698,-74.53771,12.40389,11.732566816474701
7dbb0f02-25e7-4c09-acfb-4368c325719c,http://formation.test/getEntity?q=holder,101.240.156.31,,1513948698,-33.87627,114.51749,2.38702498221903
df9eece7-9738-479c-bd14-80e69be7863f,http://formation.test/getEntity?q=merchants,42.175.251.223,,1513948698,86.78661,-166.158,43.54241083299548
0b0651c2-c783-4187-8509-f67a85bf5091,http://formation.test/getEntity?q=bases,6.137.254.6,,1513948698,56.34047,158.32529,21.12109296095084
63c15200-5edb-4239-acea-0a43953d5770,http://formation.test/getEntity?q=forever,110.238.27.237,,1513948698,-49.88865,-62.69437,10.09003820483791
481e5390-74ad-480d-b1f6-f83789647433,http://formation.test/getEntity?q=day-to-day,209.99.181.199,,1513948698,86.49273,-76.94318,23.51281938706863
c9ceff0f-0b83-472b-9690-64763226cab5,http://formation.test/getEntity?q=audit,180.224.84.83,,1513948698,20.61534,-146.97248,20.540184041961496
19b36cf3-669d-4a1a-a11e-71801f7c1fc7,http://formation.test/getEntity?q=Can,0.10.87.30,,1513948698,-74.68164,145.27903,7.726215682118777
cc40427d-d81b-41cd-9fb9-7ad849249190,http://formation.test/getEntity?q=Application,69.205.125.193,Firefox,1513948698,9.82397,-169.43834,184.5101433794481
05481180-811f-458b-b004-c324656fbebb,http://formation.test/getEntity?q=Dan,120.35.102.204,Opera,1513948698,-16.27216,6.48619,391.70679792815974
7b7066ee-6820-4df7-88a4-c6f07511c6e3,http://formation.test/getEntity?q=shop,247.223.21.45,Opera,1513948698,30.22433,-102.52834,270.759686934207
de67add4-c7ef-4770-8fa3-7cc4c1cf203a,http://formation.test/getEntity?q=breathing,254.195.81.12,,1513948698,-80.89068,72.36572,0.5756354177534768
d13627fe-7a36-4761-9496-6b5663be210c,http://formation.test/getEntity?q=look,60.163.142.190,Opera,1513948698,-28.6116,43.19462,285.79369635613193
f53352a3-7094-409e-8a01-d4f9183f0c93,http://formation.test/getEntity?q=depth,167.42.101.192,,1513948698,-1.58232,-95.50214,13.453335176019511
007049b3-0199-4435-9cd8-08006ac53bdc,http://formation.test/getEntity?q=object,95.133.68.148,Opera,1513948698,-5.64536,-165.8849,373.2759714044844
5b23ff78-870f-430f-91d0-5df48f8f9c64,http://formation.test/getEntity?q=claims,70.8.222.214,,1513948698,-8.564,17.85675,48.13605733164398
eee7f1fb-9e67-43d3-8896-28ab8ce72d1f,http://formation.test/getEntity?q=crew,65.107.91.37,,1513948699,80.26373,-166.74543,6.711278451394184
f049af52-6ba9-411f-ae4d-86f9f2bb80a0,http://formation.test/getEntity?q=Simpson,112.41.105.201,,1513948699,53.31035,-63.13724,19.51021197888928
d25d53ad-d3c7-4934-959c-1f9229c71488,http://formation.test/getEntity?q=Milan,74.56.49.176,,1513948699,-46.50232,-43.43545,1.0491057737324905
b4b89500-d018-4c22-ae19-716ac9dc1b57,http://formation.test/getEntity?q=designing,198.61.72.103,Chrome,1513948699,-18.8924,-9.20328,285.58823439881314
ab8eaf20-f3da-46ba-a744-f0edf5100d6a,http://formation.test/getEntity?q=cost,64.186.126.120,,1513948699,-28.94294,4.42788,52.57474792403597
843f64c7-c12e-46ae-8aa5-8796b61b51ab,http://formation.test/getEntity?q=Prior,140.121.167.92,Firefox,1513948699,0.27782,144.475,166.1982080133373
a4b0123f-e01b-4791-be52-3cb0fac0f143,http://formation.test/getEntity?q=eye,185.172.165.224,,1513948699,-34.69445,80.80505,34.58643447561926
e57a5c0a-f6c2-4899-aab7-4468b1a16e4a,http://formation.test/getEntity?q=HDTV,60.16.118.0,Firefox,1513948699,28.60082,79.25917,121.11305887386624
79e099ed-1ac5-4619-9d73-106f83a83b5e,http://formation.test/getEntity?q=accident,98.115.103.162,Chrome,1513948699,-6.4875,30.48415,275.6628089463039
c0697e29-7fc1-4192-9ec6-7a53c66e158f,http://formation.test/getEntity?q=chemical,172.171.161.14,Chrome,1513948699,-11.55163,-130.7189,194.35132655308968
8d8d2d46-0c69-453a-a21b-71e55024de6a,http://formation.test/getEntity?q=recipients,216.157.125.165,Firefox,1513948699,10.50103,-78.94774,163.96391958002997
f9263a47-dae4-437d-ba10-edeb82b9092c,http://formation.test/getEntity?q=Fox,145.208.79.198,Opera,1513948699,-24.52531,-33.39391,286.90398136347164
f4d76e69-4dbc-42eb-844c-e6cf4c91994f,http://formation.test/getEntity?q=rice,17.146.88.171,Chrome,1513948699,-12.42439,-168.2092,344.327640694974
